EmployeeID,Date,UnitsProduced,Defects,Attendance,OvertimeHours
10,2024-01-01,139,2,1,0
10,2024-01-02,52,2,1,3
10,2024-01-03,111,4,1,3
10,2024-01-04,53,7,1,0
10,2024-01-05,145,3,1,1
10,2024-01-06,50,3,1,0
10,2024-01-07,104,2,1,1
10,2024-01-08,106,9,1,2
10,2024-01-09,92,3,1,0
10,2024-01-10,83,0,1,2
10,2024-01-11,114,0,1,2
10,2024-01-12,117,2,1,2
10,2024-01-13,124,0,1,1
10,2024-01-14,85,6,1,1
10,2024-01-15,123,8,1,2
10,2024-01-16,59,6,1,1
10,2024-01-17,105,0,1,2
10,2024-01-18,147,3,1,0
10,2024-01-19,94,4,1,2
10,2024-01-20,139,2,1,2
10,2024-01-21,128,4,1,3
10,2024-01-22,97,2,1,1
10,2024-01-23,71,4,1,0
10,2024-01-24,93,5,0,0
10,2024-01-25,106,9,1,0
10,2024-01-26,138,9,0,3
10,2024-01-27,99,9,0,1
10,2024-01-28,130,5,1,2
10,2024-01-29,85,7,0,0
10,2024-01-30,66,8,1,2
10,2024-01-31,98,6,1,2
10,2024-02-01,130,7,1,2
10,2024-02-02,130,9,1,0
10,2024-02-03,78,0,1,3
10,2024-02-04,110,5,1,2
10,2024-02-05,146,2,1,1
10,2024-02-06,64,7,1,1
10,2024-02-07,51,1,1,2
10,2024-02-08,80,6,0,3
10,2024-02-09,117,1,0,0
10,2024-02-10,144,6,1,2
10,2024-02-11,58,4,0,1
10,2024-02-12,137,0,1,1
10,2024-02-13,135,9,1,3
10,2024-02-14,126,8,1,2
10,2024-02-15,72,1,1,1
10,2024-02-16,119,3,1,1
10,2024-02-17,89,2,1,1
10,2024-02-18,142,2,1,3
10,2024-02-19,51,8,1,2
10,2024-02-20,73,7,1,3
10,2024-02-21,141,2,1,1
10,2024-02-22,137,4,0,3
10,2024-02-23,146,8,1,2
10,2024-02-24,78,5,1,3
10,2024-02-25,55,3,1,0
10,2024-02-26,69,6,0,3
10,2024-02-27,142,9,1,1
10,2024-02-28,99,7,1,2
10,2024-02-29,148,8,1,3
10,2024-03-01,116,7,1,3
10,2024-03-02,82,1,0,1
10,2024-03-03,97,9,1,3
10,2024-03-04,74,4,0,0
10,2024-03-05,113,8,1,2
10,2024-03-06,116,2,1,3
10,2024-03-07,124,7,1,3
10,2024-03-08,77,9,1,2
10,2024-03-09,76,5,1,1
10,2024-03-10,95,9,1,0
10,2024-03-11,57,1,1,0
10,2024-03-12,77,3,1,1
10,2024-03-13,117,8,1,2
10,2024-03-14,142,2,1,1
10,2024-03-15,124,0,1,3
10,2024-03-16,138,3,1,3
10,2024-03-17,57,1,1,1
10,2024-03-18,110,8,1,1
10,2024-03-19,117,2,1,3
10,2024-03-20,92,9,1,0
10,2024-03-21,119,7,1,3
10,2024-03-22,111,3,1,1
10,2024-03-23,96,7,1,1
10,2024-03-24,86,3,1,1
10,2024-03-25,116,5,1,3
10,2024-03-26,71,5,1,0
10,2024-03-27,142,4,1,0
10,2024-03-28,149,0,1,1
10,2024-03-29,135,3,1,1
10,2024-03-30,55,4,1,0
10,2024-03-31,124,0,1,0
11,2024-01-01,131,0,1,1
11,2024-01-02,96,3,1,3
11,2024-01-03,62,1,1,2
11,2024-01-04,141,5,1,2
11,2024-01-05,107,8,1,3
11,2024-01-06,93,6,1,2
11,2024-01-07,61,1,1,2
11,2024-01-08,121,9,1,2
11,2024-01-09,60,6,1,3
11,2024-01-10,104,8,1,0
11,2024-01-11,65,9,1,2
11,2024-01-12,113,3,1,3
11,2024-01-13,118,6,1,0
11,2024-01-14,138,8,1,0
11,2024-01-15,99,0,1,1
11,2024-01-16,134,2,1,1
11,2024-01-17,79,3,1,1
11,2024-01-18,87,7,1,1
11,2024-01-19,126,0,1,3
11,2024-01-20,82,5,1,0
11,2024-01-21,51,1,1,2
11,2024-01-22,130,4,1,3
11,2024-01-23,134,7,1,1
11,2024-01-24,67,4,1,1
11,2024-01-25,115,9,1,2
11,2024-01-26,110,0,1,0
11,2024-01-27,53,7,1,2
11,2024-01-28,50,1,1,2
11,2024-01-29,52,2,1,3
11,2024-01-30,120,8,1,3
11,2024-01-31,52,8,1,1
11,2024-02-01,102,4,1,1
11,2024-02-02,105,6,1,3
11,2024-02-03,86,1,1,3
11,2024-02-04,93,9,0,1
11,2024-02-05,58,1,1,0
11,2024-02-06,54,1,1,2
11,2024-02-07,81,4,1,2
11,2024-02-08,71,4,0,0
11,2024-02-09,109,7,1,0
11,2024-02-10,118,2,1,2
11,2024-02-11,69,0,1,1
11,2024-02-12,111,3,1,3
11,2024-02-13,64,5,1,3
11,2024-02-14,56,7,1,1
11,2024-02-15,91,8,1,1
11,2024-02-16,81,3,1,0
11,2024-02-17,122,4,1,2
11,2024-02-18,65,8,1,1
11,2024-02-19,80,8,1,3
11,2024-02-20,125,3,1,1
11,2024-02-21,127,5,1,1
11,2024-02-22,90,5,1,0
11,2024-02-23,127,7,1,0
11,2024-02-24,56,8,1,2
11,2024-02-25,146,9,1,3
11,2024-02-26,67,4,1,1
11,2024-02-27,133,6,1,2
11,2024-02-28,135,4,1,1
11,2024-02-29,128,2,1,2
11,2024-03-01,115,4,1,2
11,2024-03-02,60,3,1,0
11,2024-03-03,62,5,1,1
11,2024-03-04,149,3,1,3
11,2024-03-05,73,0,0,2
11,2024-03-06,144,0,1,2
11,2024-03-07,50,2,1,3
11,2024-03-08,65,8,1,3
11,2024-03-09,117,3,1,1
11,2024-03-10,63,2,1,3
11,2024-03-11,138,5,1,0
11,2024-03-12,65,4,1,1
11,2024-03-13,56,8,1,1
11,2024-03-14,99,4,1,0
11,2024-03-15,133,0,1,2
11,2024-03-16,132,4,1,3
11,2024-03-17,95,8,1,2
11,2024-03-18,115,4,1,1
11,2024-03-19,116,0,1,3
11,2024-03-20,55,4,1,0
11,2024-03-21,100,1,0,1
11,2024-03-22,97,6,1,3
11,2024-03-23,125,5,1,3
11,2024-03-24,112,7,1,3
11,2024-03-25,97,5,1,0
11,2024-03-26,103,3,1,1
11,2024-03-27,122,3,0,3
11,2024-03-28,62,7,1,2
11,2024-03-29,56,8,1,0
11,2024-03-30,92,3,1,2
11,2024-03-31,145,4,1,1
12,2024-01-01,91,6,1,1
12,2024-01-02,82,9,1,2
12,2024-01-03,78,0,1,1
12,2024-01-04,85,6,0,0
12,2024-01-05,53,1,1,1
12,2024-01-06,78,2,0,1
12,2024-01-07,55,3,1,1
12,2024-01-08,97,5,0,1
12,2024-01-09,146,5,1,0
12,2024-01-10,147,1,1,1
12,2024-01-11,123,8,1,2
12,2024-01-12,102,8,1,0
12,2024-01-13,59,6,1,2
12,2024-01-14,141,7,1,2
12,2024-01-15,103,5,1,1
12,2024-01-16,73,4,0,1
12,2024-01-17,81,0,1,3
12,2024-01-18,144,8,1,0
12,2024-01-19,147,9,1,0
12,2024-01-20,127,0,1,3
12,2024-01-21,68,3,1,3
12,2024-01-22,74,6,1,1
12,2024-01-23,101,3,1,3
12,2024-01-24,137,4,1,1
12,2024-01-25,119,9,0,1
12,2024-01-26,116,2,1,1
12,2024-01-27,109,5,1,0
12,2024-01-28,123,7,0,0
12,2024-01-29,132,6,1,0
12,2024-01-30,76,3,1,3
12,2024-01-31,127,4,1,1
12,2024-02-01,96,6,1,0
12,2024-02-02,109,9,1,0
12,2024-02-03,58,2,1,3
12,2024-02-04,134,0,1,0
12,2024-02-05,71,0,1,0
12,2024-02-06,89,4,1,0
12,2024-02-07,117,0,1,1
12,2024-02-08,125,9,1,0
12,2024-02-09,62,6,1,3
12,2024-02-10,114,3,1,1
12,2024-02-11,140,9,1,3
12,2024-02-12,92,4,1,0
12,2024-02-13,98,8,1,2
12,2024-02-14,77,0,1,2
12,2024-02-15,65,5,0,0
12,2024-02-16,57,4,1,1
12,2024-02-17,82,0,0,3
12,2024-02-18,69,4,0,2
12,2024-02-19,53,7,0,1
12,2024-02-20,143,2,1,1
12,2024-02-21,111,8,1,2
12,2024-02-22,138,7,1,2
12,2024-02-23,125,9,1,3
12,2024-02-24,133,1,1,1
12,2024-02-25,124,6,1,0
12,2024-02-26,59,2,0,1
12,2024-02-27,146,4,1,1
12,2024-02-28,74,3,1,1
12,2024-02-29,123,7,1,1
12,2024-03-01,90,2,1,0
12,2024-03-02,54,5,1,3
12,2024-03-03,126,3,1,3
12,2024-03-04,80,3,1,3
12,2024-03-05,124,4,1,3
12,2024-03-06,92,0,1,2
12,2024-03-07,54,2,1,2
12,2024-03-08,116,8,1,3
12,2024-03-09,53,1,1,2
12,2024-03-10,96,6,1,1
12,2024-03-11,100,0,1,1
12,2024-03-12,80,5,1,2
12,2024-03-13,125,8,0,1
12,2024-03-14,108,0,1,1
12,2024-03-15,148,1,1,3
12,2024-03-16,128,3,1,3
12,2024-03-17,139,2,1,3
12,2024-03-18,74,0,1,1
12,2024-03-19,140,7,1,2
12,2024-03-20,122,5,1,1
12,2024-03-21,97,0,1,2
12,2024-03-22,63,9,1,0
12,2024-03-23,119,5,1,3
12,2024-03-24,59,0,1,3
12,2024-03-25,68,6,1,0
12,2024-03-26,139,7,1,3
12,2024-03-27,140,4,1,2
12,2024-03-28,66,9,1,3
12,2024-03-29,72,8,1,2
12,2024-03-30,114,5,1,3
12,2024-03-31,115,4,1,0
13,2024-01-01,74,9,1,1
13,2024-01-02,134,3,1,3
13,2024-01-03,67,3,1,3
13,2024-01-04,115,3,1,2
13,2024-01-05,90,2,1,3
13,2024-01-06,106,6,1,2
13,2024-01-07,92,1,1,1
13,2024-01-08,77,3,1,0
13,2024-01-09,75,9,1,2
13,2024-01-10,143,0,1,1
13,2024-01-11,52,8,1,0
13,2024-01-12,83,6,1,3
13,2024-01-13,77,9,1,0
13,2024-01-14,54,8,1,1
13,2024-01-15,146,9,1,0
13,2024-01-16,143,8,1,2
13,2024-01-17,112,1,1,2
13,2024-01-18,135,2,1,3
13,2024-01-19,143,6,1,2
13,2024-01-20,85,6,1,1
13,2024-01-21,54,9,1,2
13,2024-01-22,103,9,1,2
13,2024-01-23,124,2,1,3
13,2024-01-24,114,4,1,2
13,2024-01-25,71,6,1,3
13,2024-01-26,113,0,1,1
13,2024-01-27,60,1,1,1
13,2024-01-28,97,3,1,0
13,2024-01-29,106,5,0,0
13,2024-01-30,98,2,0,0
13,2024-01-31,91,0,1,0
13,2024-02-01,90,3,1,0
13,2024-02-02,79,2,1,1
13,2024-02-03,141,5,1,1
13,2024-02-04,100,5,1,3
13,2024-02-05,108,2,0,3
13,2024-02-06,121,2,0,0
13,2024-02-07,74,2,1,2
13,2024-02-08,84,4,1,1
13,2024-02-09,104,7,1,1
13,2024-02-10,57,9,1,3
13,2024-02-11,95,3,1,1
13,2024-02-12,72,7,1,2
13,2024-02-13,113,9,1,1
13,2024-02-14,127,2,1,0
13,2024-02-15,69,1,1,3
13,2024-02-16,133,4,1,1
13,2024-02-17,107,0,1,3
13,2024-02-18,83,4,1,2
13,2024-02-19,64,2,0,2
13,2024-02-20,74,2,1,2
13,2024-02-21,117,3,1,3
13,2024-02-22,95,8,1,0
13,2024-02-23,99,0,1,2
13,2024-02-24,122,7,1,0
13,2024-02-25,100,7,1,0
13,2024-02-26,72,0,0,2
13,2024-02-27,116,8,0,0
13,2024-02-28,127,5,1,3
13,2024-02-29,144,6,0,0
13,2024-03-01,76,9,1,0
13,2024-03-02,118,5,1,2
13,2024-03-03,50,7,1,1
13,2024-03-04,96,9,0,1
13,2024-03-05,76,3,1,3
13,2024-03-06,100,3,1,3
13,2024-03-07,87,6,1,2
13,2024-03-08,136,2,1,0
13,2024-03-09,129,4,1,2
13,2024-03-10,96,1,1,1
13,2024-03-11,133,8,1,3
13,2024-03-12,141,2,1,0
13,2024-03-13,138,8,1,2
13,2024-03-14,139,3,1,0
13,2024-03-15,129,5,1,1
13,2024-03-16,120,9,1,3
13,2024-03-17,74,7,0,0
13,2024-03-18,96,7,1,2
13,2024-03-19,130,7,1,2
13,2024-03-20,111,4,1,2
13,2024-03-21,134,1,1,1
13,2024-03-22,50,0,1,1
13,2024-03-23,138,4,1,1
13,2024-03-24,66,3,1,1
13,2024-03-25,112,4,0,1
13,2024-03-26,67,7,0,3
13,2024-03-27,53,3,1,2
13,2024-03-28,113,2,1,2
13,2024-03-29,125,0,1,2
13,2024-03-30,128,1,1,0
13,2024-03-31,98,6,1,0
14,2024-01-01,99,2,1,1
14,2024-01-02,113,3,1,0
14,2024-01-03,55,3,1,3
14,2024-01-04,73,3,1,1
14,2024-01-05,134,7,1,2
14,2024-01-06,116,3,1,3
14,2024-01-07,131,7,1,3
14,2024-01-08,96,8,0,3
14,2024-01-09,96,1,0,0
14,2024-01-10,106,1,1,1
14,2024-01-11,95,5,1,0
14,2024-01-12,127,9,1,1
14,2024-01-13,50,7,1,2
14,2024-01-14,59,6,1,2
14,2024-01-15,111,9,0,3
14,2024-01-16,54,8,1,2
14,2024-01-17,117,7,1,0
14,2024-01-18,117,4,1,2
14,2024-01-19,94,9,1,2
14,2024-01-20,85,3,1,1
14,2024-01-21,137,3,0,2
14,2024-01-22,136,4,1,1
14,2024-01-23,58,5,1,3
14,2024-01-24,126,3,1,2
14,2024-01-25,80,4,1,1
14,2024-01-26,120,0,1,0
14,2024-01-27,132,0,1,0
14,2024-01-28,133,3,1,2
14,2024-01-29,111,0,1,3
14,2024-01-30,130,6,1,2
14,2024-01-31,80,5,1,0
14,2024-02-01,91,9,1,1
14,2024-02-02,138,8,1,3
14,2024-02-03,103,7,0,0
14,2024-02-04,104,4,0,2
14,2024-02-05,101,5,1,3
14,2024-02-06,97,7,1,2
14,2024-02-07,147,1,1,2
14,2024-02-08,63,0,1,1
14,2024-02-09,52,4,1,3
14,2024-02-10,96,7,1,1
14,2024-02-11,105,3,1,2
14,2024-02-12,112,2,0,1
14,2024-02-13,115,1,1,1
14,2024-02-14,97,4,1,3
14,2024-02-15,147,4,1,1
14,2024-02-16,142,7,1,3
14,2024-02-17,83,4,1,1
14,2024-02-18,148,8,1,3
14,2024-02-19,131,1,1,3
14,2024-02-20,112,6,1,2
14,2024-02-21,82,7,0,1
14,2024-02-22,145,6,1,3
14,2024-02-23,97,1,1,2
14,2024-02-24,74,4,0,2
14,2024-02-25,88,8,0,3
14,2024-02-26,137,9,1,2
14,2024-02-27,53,2,1,3
14,2024-02-28,77,0,1,2
14,2024-02-29,140,4,1,0
14,2024-03-01,92,3,1,1
14,2024-03-02,142,6,1,2
14,2024-03-03,118,4,1,1
14,2024-03-04,136,2,0,2
14,2024-03-05,69,5,1,0
14,2024-03-06,68,5,1,2
14,2024-03-07,77,9,1,0
14,2024-03-08,139,5,1,2
14,2024-03-09,143,2,1,3
14,2024-03-10,114,5,1,2
14,2024-03-11,130,8,1,0
14,2024-03-12,71,4,1,0
14,2024-03-13,58,6,1,0
14,2024-03-14,89,9,1,0
14,2024-03-15,138,8,1,1
14,2024-03-16,129,7,0,1
14,2024-03-17,56,4,1,1
14,2024-03-18,126,4,1,2
14,2024-03-19,79,4,1,2
14,2024-03-20,68,8,1,1
14,2024-03-21,54,4,1,2
14,2024-03-22,112,0,1,1
14,2024-03-23,111,7,1,3
14,2024-03-24,75,0,1,3
14,2024-03-25,133,1,0,0
14,2024-03-26,132,3,1,2
14,2024-03-27,78,6,1,1
14,2024-03-28,50,0,1,1
14,2024-03-29,52,4,1,1
14,2024-03-30,77,5,1,3
14,2024-03-31,109,3,1,3
15,2024-01-01,91,6,1,2
15,2024-01-02,67,5,1,1
15,2024-01-03,84,1,1,3
15,2024-01-04,120,9,1,3
15,2024-01-05,79,1,1,1
15,2024-01-06,62,9,1,3
15,2024-01-07,96,8,0,3
15,2024-01-08,52,0,1,1
15,2024-01-09,122,1,1,0
15,2024-01-10,72,2,1,0
15,2024-01-11,71,8,1,1
15,2024-01-12,117,0,1,1
15,2024-01-13,89,4,1,1
15,2024-01-14,135,8,1,3
15,2024-01-15,123,9,1,3
15,2024-01-16,124,8,1,2
15,2024-01-17,72,5,1,3
15,2024-01-18,80,2,1,3
15,2024-01-19,141,8,1,1
15,2024-01-20,135,2,1,0
15,2024-01-21,88,8,0,3
15,2024-01-22,62,2,1,3
15,2024-01-23,109,6,1,0
15,2024-01-24,113,1,1,1
15,2024-01-25,54,6,1,0
15,2024-01-26,79,6,1,1
15,2024-01-27,61,3,1,0
15,2024-01-28,119,3,1,1
15,2024-01-29,145,5,1,0
15,2024-01-30,124,2,1,1
15,2024-01-31,103,2,1,1
15,2024-02-01,113,1,1,0
15,2024-02-02,120,5,1,2
15,2024-02-03,84,5,1,3
15,2024-02-04,53,0,1,3
15,2024-02-05,81,0,1,3
15,2024-02-06,86,7,1,0
15,2024-02-07,85,1,1,1
15,2024-02-08,137,2,1,1
15,2024-02-09,83,1,1,2
15,2024-02-10,119,3,1,3
15,2024-02-11,133,6,1,3
15,2024-02-12,128,2,1,2
15,2024-02-13,86,2,1,2
15,2024-02-14,83,3,1,1
15,2024-02-15,61,8,1,0
15,2024-02-16,135,0,1,0
15,2024-02-17,117,6,1,1
15,2024-02-18,87,5,1,0
15,2024-02-19,144,2,0,0
15,2024-02-20,51,7,1,0
15,2024-02-21,78,5,1,3
15,2024-02-22,121,3,1,3
15,2024-02-23,129,9,1,2
15,2024-02-24,59,9,1,1
15,2024-02-25,94,5,1,1
15,2024-02-26,103,1,1,2
15,2024-02-27,107,4,0,1
15,2024-02-28,102,8,1,0
15,2024-02-29,119,7,0,0
15,2024-03-01,117,4,0,2
15,2024-03-02,65,7,1,1
15,2024-03-03,79,8,1,3
15,2024-03-04,128,5,1,0
15,2024-03-05,116,9,1,0
15,2024-03-06,145,6,1,2
15,2024-03-07,135,9,1,3
15,2024-03-08,120,5,1,0
15,2024-03-09,119,1,1,0
15,2024-03-10,103,9,1,0
15,2024-03-11,81,1,1,0
15,2024-03-12,59,2,1,3
15,2024-03-13,119,2,1,0
15,2024-03-14,63,6,1,2
15,2024-03-15,108,4,1,3
15,2024-03-16,132,5,1,2
15,2024-03-17,86,9,0,0
15,2024-03-18,71,8,1,0
15,2024-03-19,91,1,0,3
15,2024-03-20,85,6,1,0
15,2024-03-21,118,5,1,0
15,2024-03-22,149,1,1,2
15,2024-03-23,63,4,1,1
15,2024-03-24,78,2,1,0
15,2024-03-25,115,1,0,0
15,2024-03-26,82,8,1,1
15,2024-03-27,116,7,1,2
15,2024-03-28,58,7,1,3
15,2024-03-29,93,5,1,3
15,2024-03-30,137,2,1,1
15,2024-03-31,72,7,1,3
16,2024-01-01,120,9,1,3
16,2024-01-02,80,3,0,0
16,2024-01-03,104,8,1,1
16,2024-01-04,67,3,0,1
16,2024-01-05,55,0,1,2
16,2024-01-06,67,8,1,0
16,2024-01-07,74,6,1,2
16,2024-01-08,143,0,1,1
16,2024-01-09,111,7,1,0
16,2024-01-10,126,6,1,2
16,2024-01-11,98,2,1,2
16,2024-01-12,65,9,1,0
16,2024-01-13,81,8,1,1
16,2024-01-14,59,5,1,0
16,2024-01-15,81,5,1,1
16,2024-01-16,97,0,1,0
16,2024-01-17,67,8,0,1
16,2024-01-18,80,0,1,1
16,2024-01-19,57,1,1,0
16,2024-01-20,51,5,0,0
16,2024-01-21,130,8,1,1
16,2024-01-22,108,3,1,3
16,2024-01-23,78,1,1,2
16,2024-01-24,56,9,0,1
16,2024-01-25,117,7,1,0
16,2024-01-26,82,8,1,0
16,2024-01-27,87,0,1,1
16,2024-01-28,69,5,1,1
16,2024-01-29,77,9,1,3
16,2024-01-30,120,6,0,0
16,2024-01-31,103,7,1,0
16,2024-02-01,116,5,1,3
16,2024-02-02,76,8,1,1
16,2024-02-03,115,4,0,0
16,2024-02-04,146,7,1,2
16,2024-02-05,137,4,1,2
16,2024-02-06,69,2,1,2
16,2024-02-07,101,6,1,3
16,2024-02-08,100,5,1,1
16,2024-02-09,127,9,1,2
16,2024-02-10,78,1,1,2
16,2024-02-11,99,8,1,0
16,2024-02-12,106,3,1,3
16,2024-02-13,55,7,1,1
16,2024-02-14,106,2,1,1
16,2024-02-15,108,3,1,3
16,2024-02-16,55,8,1,3
16,2024-02-17,146,9,1,1
16,2024-02-18,121,4,1,0
16,2024-02-19,59,8,1,0
16,2024-02-20,108,2,1,1
16,2024-02-21,88,1,1,0
16,2024-02-22,59,7,1,0
16,2024-02-23,73,2,1,2
16,2024-02-24,67,7,0,0
16,2024-02-25,106,3,0,1
16,2024-02-26,120,1,1,2
16,2024-02-27,67,6,1,1
16,2024-02-28,62,0,1,3
16,2024-02-29,71,1,1,3
16,2024-03-01,140,3,1,2
16,2024-03-02,76,1,1,2
16,2024-03-03,145,4,1,0
16,2024-03-04,76,1,1,0
16,2024-03-05,67,6,1,1
16,2024-03-06,86,6,1,1
16,2024-03-07,90,9,0,3
16,2024-03-08,137,4,1,3
16,2024-03-09,130,7,1,3
16,2024-03-10,72,9,1,3
16,2024-03-11,63,4,1,0
16,2024-03-12,59,1,1,1
16,2024-03-13,116,2,1,3
16,2024-03-14,60,8,1,1
16,2024-03-15,99,7,1,2
16,2024-03-16,92,4,1,1
16,2024-03-17,139,2,0,0
16,2024-03-18,61,9,1,2
16,2024-03-19,78,3,1,0
16,2024-03-20,131,0,1,0
16,2024-03-21,120,6,1,0
16,2024-03-22,138,0,1,2
16,2024-03-23,67,9,1,1
16,2024-03-24,52,9,1,2
16,2024-03-25,55,8,1,0
16,2024-03-26,148,2,1,0
16,2024-03-27,69,1,1,0
16,2024-03-28,108,8,1,1
16,2024-03-29,104,7,1,2
16,2024-03-30,146,7,1,2
16,2024-03-31,95,2,1,2
17,2024-01-01,115,4,0,0
17,2024-01-02,57,1,1,2
17,2024-01-03,80,8,1,0
17,2024-01-04,149,6,1,1
17,2024-01-05,53,9,1,0
17,2024-01-06,69,4,1,0
17,2024-01-07,143,2,0,3
17,2024-01-08,101,3,1,1
17,2024-01-09,118,4,1,3
17,2024-01-10,70,3,1,1
17,2024-01-11,116,3,1,1
17,2024-01-12,106,0,1,1
17,2024-01-13,134,4,1,1
17,2024-01-14,84,6,1,1
17,2024-01-15,50,3,1,3
17,2024-01-16,96,1,1,1
17,2024-01-17,118,3,1,2
17,2024-01-18,106,5,1,0
17,2024-01-19,113,3,1,3
17,2024-01-20,56,5,1,0
17,2024-01-21,84,1,1,3
17,2024-01-22,79,3,0,2
17,2024-01-23,137,1,0,0
17,2024-01-24,146,1,1,2
17,2024-01-25,71,9,1,3
17,2024-01-26,124,3,1,0
17,2024-01-27,59,4,1,0
17,2024-01-28,134,0,1,1
17,2024-01-29,137,5,0,2
17,2024-01-30,108,7,1,1
17,2024-01-31,113,4,1,0
17,2024-02-01,129,5,1,1
17,2024-02-02,131,6,1,2
17,2024-02-03,52,2,1,2
17,2024-02-04,120,6,1,0
17,2024-02-05,104,7,0,1
17,2024-02-06,98,8,1,2
17,2024-02-07,130,2,1,2
17,2024-02-08,58,7,1,0
17,2024-02-09,113,9,1,3
17,2024-02-10,99,5,0,2
17,2024-02-11,61,0,1,2
17,2024-02-12,52,0,1,2
17,2024-02-13,125,3,1,0
17,2024-02-14,126,4,1,3
17,2024-02-15,116,3,1,1
17,2024-02-16,107,7,1,2
17,2024-02-17,129,3,1,0
17,2024-02-18,98,4,1,3
17,2024-02-19,134,9,1,0
17,2024-02-20,143,4,0,2
17,2024-02-21,89,5,1,1
17,2024-02-22,121,1,1,2
17,2024-02-23,139,5,1,3
17,2024-02-24,82,1,1,0
17,2024-02-25,130,0,1,0
17,2024-02-26,62,0,1,2
17,2024-02-27,120,8,1,0
17,2024-02-28,71,5,1,2
17,2024-02-29,115,9,1,1
17,2024-03-01,92,2,1,1
17,2024-03-02,102,0,1,1
17,2024-03-03,123,3,1,3
17,2024-03-04,116,8,1,2
17,2024-03-05,114,3,1,3
17,2024-03-06,132,8,1,1
17,2024-03-07,111,7,1,2
17,2024-03-08,70,0,1,1
17,2024-03-09,117,7,0,3
17,2024-03-10,81,9,1,2
17,2024-03-11,129,5,1,3
17,2024-03-12,72,1,0,1
17,2024-03-13,140,5,1,3
17,2024-03-14,124,3,1,0
17,2024-03-15,65,1,1,2
17,2024-03-16,62,6,1,1
17,2024-03-17,143,6,1,2
17,2024-03-18,124,6,1,0
17,2024-03-19,136,6,1,3
17,2024-03-20,76,4,1,3
17,2024-03-21,72,3,1,3
17,2024-03-22,138,8,1,2
17,2024-03-23,136,2,1,1
17,2024-03-24,111,3,1,0
17,2024-03-25,100,4,1,3
17,2024-03-26,107,2,1,2
17,2024-03-27,116,0,1,0
17,2024-03-28,128,4,1,2
17,2024-03-29,137,6,1,0
17,2024-03-30,78,7,0,0
17,2024-03-31,94,3,0,3
18,2024-01-01,108,9,1,3
18,2024-01-02,84,1,1,1
18,2024-01-03,146,9,1,1
18,2024-01-04,125,0,1,1
18,2024-01-05,58,0,1,3
18,2024-01-06,126,9,0,2
18,2024-01-07,76,0,0,0
18,2024-01-08,122,4,1,1
18,2024-01-09,144,5,1,3
18,2024-01-10,131,6,1,1
18,2024-01-11,118,1,1,0
18,2024-01-12,61,0,0,3
18,2024-01-13,69,1,1,2
18,2024-01-14,74,8,1,3
18,2024-01-15,98,4,0,3
18,2024-01-16,88,8,0,2
18,2024-01-17,111,2,1,3
18,2024-01-18,88,8,1,0
18,2024-01-19,140,8,1,1
18,2024-01-20,129,5,1,1
18,2024-01-21,101,3,1,0
18,2024-01-22,107,7,1,2
18,2024-01-23,133,1,1,2
18,2024-01-24,88,1,1,0
18,2024-01-25,124,4,0,0
18,2024-01-26,58,4,1,3
18,2024-01-27,91,5,1,0
18,2024-01-28,145,0,1,2
18,2024-01-29,58,0,1,0
18,2024-01-30,120,6,1,1
18,2024-01-31,129,7,1,3
18,2024-02-01,119,8,1,1
18,2024-02-02,114,8,0,1
18,2024-02-03,106,0,1,1
18,2024-02-04,146,0,1,3
18,2024-02-05,113,6,1,0
18,2024-02-06,102,3,1,2
18,2024-02-07,105,4,1,1
18,2024-02-08,101,2,1,1
18,2024-02-09,50,0,0,0
18,2024-02-10,60,0,1,1
18,2024-02-11,96,5,1,1
18,2024-02-12,55,8,1,2
18,2024-02-13,130,9,1,2
18,2024-02-14,141,5,1,0
18,2024-02-15,77,8,1,2
18,2024-02-16,122,1,0,1
18,2024-02-17,85,8,1,0
18,2024-02-18,111,8,0,1
18,2024-02-19,65,5,1,2
18,2024-02-20,127,1,1,1
18,2024-02-21,64,8,1,2
18,2024-02-22,99,0,1,2
18,2024-02-23,66,2,1,0
18,2024-02-24,84,0,1,0
18,2024-02-25,87,0,1,0
18,2024-02-26,123,0,1,2
18,2024-02-27,137,5,1,0
18,2024-02-28,65,1,1,0
18,2024-02-29,131,9,1,0
18,2024-03-01,108,0,1,3
18,2024-03-02,69,8,1,3
18,2024-03-03,73,4,1,2
18,2024-03-04,142,0,0,3
18,2024-03-05,104,5,1,2
18,2024-03-06,73,3,1,2
18,2024-03-07,52,6,1,2
18,2024-03-08,125,8,1,1
18,2024-03-09,120,1,1,0
18,2024-03-10,68,9,1,1
18,2024-03-11,53,1,1,2
18,2024-03-12,98,6,1,2
18,2024-03-13,104,0,1,3
18,2024-03-14,106,0,1,0
18,2024-03-15,62,2,1,2
18,2024-03-16,92,1,0,2
18,2024-03-17,56,8,1,3
18,2024-03-18,67,1,1,3
18,2024-03-19,132,6,1,3
18,2024-03-20,127,0,1,1
18,2024-03-21,112,8,1,2
18,2024-03-22,92,3,1,3
18,2024-03-23,122,5,1,3
18,2024-03-24,89,1,0,3
18,2024-03-25,106,8,1,3
18,2024-03-26,106,8,1,1
18,2024-03-27,111,8,1,1
18,2024-03-28,68,9,1,0
18,2024-03-29,129,7,1,0
18,2024-03-30,134,6,1,1
18,2024-03-31,51,7,1,3
19,2024-01-01,149,9,1,3
19,2024-01-02,131,1,1,3
